species_index,genus,species,diameter,index1,acc1,index2,acc2
1391,Vibrio,tubiashii,0.03336470185644623,2285,GCF_000222665.1,3365,GCF_000259295.1
1392,Vibrio,vulnificus,0.6985315456497765,123,GCF_000009745.1,23408,GCF_000959825.1
1393,Virgibacillus,halodenitrificans,0.38234165067178505,4563,GCF_000294755.1,36401,GCF_001310895.1
1394,Waddlia,chondrophila,0.006198929275852353,610,GCF_000092785.1,45750,GCF_001618265.1
1395,Weissella,ceti,0.043819312956451174,19758,GCF_000750515.1,19759,GCF_000750535.1
1396,Weissella,cibaria,0.5599378881987578,1866,GCF_000193635.1,22593,GCF_000878185.1
1397,Weissella,confusa,0.4105651105651106,2724,GCF_000239955.1,41035,GCF_001436895.1
1398,Weissella,halotolerans,0.48404151165067555,41034,GCF_001436865.1,45582,GCF_001614305.1
1399,Weissella,koreensis,0.2954471012119227,2228,GCF_000219805.1,4021,GCF_000277645.1
1400,Wenxinia,marina,0.004814876307487963,7215,GCF_000379485.1,22497,GCF_000836695.1
1401,Wohlfahrtiimonas,chitiniclastica,0.5268333333333334,7168,GCF_000375345.1,45981,GCF_001632485.1
1402,Wolbachia,endosymbiont of Culex quinquefasciatus,0.020010261672652643,576,GCF_000073005.1,877,GCF_000156735.1
1403,Wolbachia,endosymbiont of Drosophila melanogaster,0.01223529411764706,60,GCF_000008025.1,9577,GCF_000475015.1
1404,Xanthomonas,albilineans,0.4617559290089524,23501,GCF_000962925.1,23505,GCF_000963025.1
1405,Xanthomonas,alfalfae,0.3376201773005369,2334,GCF_000225915.1,40284,GCF_001401625.1
1406,Xanthomonas,arboricola,0.5616774481374079,10864,GCF_000521365.1,24329,GCF_001013495.1
1407,Xanthomonas,axonopodis,0.5787857069724582,21674,GCF_000808715.2,40542,GCF_001412025.1
1408,Xanthomonas,campestris,0.93586075345732,574,GCF_000070605.1,4032,GCF_000277975.1
1409,Xanthomonas,citri,0.1644179894179894,22227,GCF_000825585.1,40285,GCF_001401655.1
1410,Xanthomonas,euvesicatoria,0.16730572597137014,24143,GCF_001008985.1,40282,GCF_001401555.1
1411,Xanthomonas,fuscans,0.40221058755090167,1417,GCF_000175155.1,20406,GCF_000774025.2
1412,Xanthomonas,gardneri,0.12149028077753779,1826,GCF_000192065.1,24157,GCF_001009285.1
1413,Xanthomonas,oryzae,0.6014386871979319,378,GCF_000019585.2,2060,GCF_000212775.1
1414,Xanthomonas,perforans,0.20610027167201778,24180,GCF_001009745.1,24192,GCF_001009955.1
1415,Xanthomonas,sacchari,0.006778129236330773,2337,GCF_000225975.1,22354,GCF_000831625.1
1416,Xanthomonas,translucens,0.7259480046365292,21616,GCF_000807145.1,35179,GCF_001269865.1
1417,Xanthomonas,vasicola,0.40701271914747333,20372,GCF_000772795.1,20405,GCF_000774005.1
1418,Xanthomonas,vesicatoria,0.37340619307832423,21474,GCF_000803155.1,41857,GCF_001469445.1
1419,Xenorhabdus,bovienii,0.7281566329248801,19389,GCF_000736575.1,23741,GCF_000973125.1
1420,Xenorhabdus,nematophila,0.29497684360527254,3153,GCF_000252955.1,7442,GCF_000389595.1
1421,Xylella,fastidiosa,0.5980020232675771,2218,GCF_000219235.1,43830,GCF_001549815.1
1422,Yersinia,aldovae,0.5769290362565851,28557,GCF_001122605.1,30606,GCF_001164505.1
1423,Yersinia,aleksiciae,0.14227930023258165,25363,GCF_001047675.1,36566,GCF_001319845.1
1424,Yersinia,bercovieri,0.21411554496724242,28999,GCF_001131685.1,36555,GCF_001319545.1
1425,Yersinia,enterocolitica,0.6543030456211298,27752,GCF_001105985.1,33157,GCF_001222265.1
1426,Yersinia,frederiksenii,0.9591095380029806,27742,GCF_001105765.1,29184,GCF_001135485.1
1427,Yersinia,intermedia,0.4966600341102899,30733,GCF_001167085.1,34139,GCF_001244675.1
1428,Yersinia,kristensenii,0.786223691076709,28616,GCF_001123825.1,30060,GCF_001153365.1
1429,Yersinia,mollaretii,0.6831179005092048,27869,GCF_001108385.1,36558,GCF_001319605.1
1430,Yersinia,pekkanenii,0.029221363064197085,30023,GCF_001152565.1,34137,GCF_001244635.1
1431,Yersinia,pestis,0.19149769810951123,1221,GCF_000168835.1,22472,GCF_000835005.1
1432,Yersinia,pseudotuberculosis,0.28818805420779653,27984,GCF_001110725.1,30987,GCF_001172325.1
1433,Yersinia,rohdei,0.21572467823167318,1380,GCF_000173775.1,30004,GCF_001152185.1
1434,Yersinia,ruckeri,0.47748357170467726,20463,GCF_000775355.1,22444,GCF_000834255.1
1435,Yersinia,similis,0.21787756474941136,25512,GCF_001053095.1,28149,GCF_001114105.1
1436,Yersinia,wautersii,0.18775959989827923,10245,GCF_000493415.1,10247,GCF_000493475.1
1437,Yokenella,regensburgei,0.28461749383054563,2709,GCF_000239335.1,19370,GCF_000735455.1
1438,Zymomonas,mobilis,0.5145900880037054,481,GCF_000024245.1,4025,GCF_000277755.1
