id,entity:miniseq_id,biosample_accession,submission_id,amrfinderplus_amr_genes,ts_mlst_predicted_st,gambit_predicted_taxon,city,received_date,Provider,collection_date,dataset,est_coverage,genome_length,kleborate_bla_resistance_genes,kleborate_key_resistance_genes,kleborate_mlst_sequence_type,r1_mean_q,read1,run_id,seq_platform,serotypefinder_serotype,collected_by,contigs_fastg,contigs_lastgraph,design_description,filetype,geo_loc_name,host,host_disease,instrument_model,isolate,isolation_source,isolation_type,lat_lon,library_ID,library_layout,library_selection,library_source,library_strategy,organism,platform,title,jared_notes
21-00395008,21-00395008,SAMN30861743,NV_NSPHL_0000382,"aph(3')-Ia,oqxA,oqxB,emrD,blaKPC-3,blaOXY-1-1",ST202,Klebsiella oxytoca,not collected,2021-08-23,Sunrise,2021-08-09,CL2021-00395008-NV-MN01149-211001,76.2,6245637,OXY-1-1^;KPC-3,OXY-1-1^;KPC-3,,35.67,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d21e3fe9-ede2-4058-805f-9afaf5bd0b5b/basespace_fetch/5409dede-394c-4c77-8515-d58a3872e9d3/call-fetch_bs/395008_R1.fastq.gz,NV-MN01149-211001,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000382,paired,RANDOM,GENOMIC,WGS,Klebsiella oxytoca,ILLUMINA,WGS of HAIs,
21-00395009,21-00395009,SAMN30861742,NV_NSPHL_0000383,"tet(J),blaKPC-2,catA1,sul1,aadA1,dfrA1,blaTEM,blaTEM",No ST predicted,Proteus mirabilis,not collected,2021-08-23,Sunrise,2021-08-10,CL2021-00395009-NV-MN01149-211001,70.49,4326401,KPC-2,,,35.65,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d21e3fe9-ede2-4058-805f-9afaf5bd0b5b/basespace_fetch/e7e11b8f-439a-44b6-9bb3-81782c3bc163/call-fetch_bs/395009_R1.fastq.gz,NV-MN01149-211001,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000383,paired,RANDOM,GENOMIC,WGS,Proteus mirabilis,ILLUMINA,WGS of HAIs,
21-00395011,21-00395011,SAMN30861741,NV_NSPHL_0000384,"oqxB,oqxA,fosA,emrD,kdeA,catA1,blaKPC-3,sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaOXA-9,aadA1,mph(A),dfrA14,aac(6')-Ib,blaSHV",ST258,Klebsiella pneumoniae,not collected,2021-08-23,Sunrise,2021-08-11,CL2021-00395011-NV-MN01149-211001,61.53,5638977,OXA-9.v1;TEM-1D.v1^;KPC-3,OXA-9.v1;TEM-1D.v1^;KPC-3,ST258,35.56,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d21e3fe9-ede2-4058-805f-9afaf5bd0b5b/basespace_fetch/f8620d60-107b-420d-a38f-fd819f033898/call-fetch_bs/395011_R1.fastq.gz,NV-MN01149-211001,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000384,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00398555,21-00398555,SAMN30861740,NV_NSPHL_0000385,"oqxA,oqxB,fosA,emrD,kdeA,aac(6')-Ib,blaSHV-12,blaKPC-2,mph(A),sul1,aadA2,dfrA12,catA1,blaOXA,blaTEM",ST258,Klebsiella pneumoniae,not collected,2021-08-25,Sunrise,2021-08-18,CL2021-00398555-NV-MN01149-211001,125.79,5631947,TEM-122*?;SHV-12;KPC-2,TEM-122*?;SHV-12;KPC-2,ST258,35.69,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d21e3fe9-ede2-4058-805f-9afaf5bd0b5b/basespace_fetch/e979ffb2-b5af-4930-8d7d-73c1fbf171ac/call-fetch_bs/398555_R1.fastq.gz,NV-MN01149-211001,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000385,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00398556,21-00398556,SAMN30861739,NV_NSPHL_0000386,"oqxB,oqxA,fosA,emrD,kdeA,blaKPC-3,sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,mph(A),dfrA14,blaOXA-9,aadA1,aac(6')-Ib,catA1,blaSHV",ST258,Klebsiella pneumoniae,not collected,2021-08-25,Sunrise,2021-08-18,CL2021-00398556-NV-MN01149-211001,67.14,5753462,OXA-9.v1;KPC-3,OXA-9.v1;TEM-1D.v1^;KPC-3,ST258,35.73,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d21e3fe9-ede2-4058-805f-9afaf5bd0b5b/basespace_fetch/6056c780-421c-4459-aac7-6389ca95ac57/call-fetch_bs/398556_R1.fastq.gz,NV-MN01149-211001,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000386,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00404878,21-00404878,SAMN30861738,NV_NSPHL_0000387,"blaSHV-28,fosA,qnrB1,kdeA,emrD,blaKPC-2,blaCTX-M-15,aac(3)-IIe,catB3,blaOXA-1,blaOXA,aac(6')-Ib",ST14,Klebsiella pneumoniae,not collected,2021-08-31,Sunrise,2021-08-22,CL2021-00404878-NV-MN01149-211021,72.53,5400934,OXA-1;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;CTX-M-15;KPC-2,ST14,35.94,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/c14f2aa3-6abe-42ad-afc1-9b4e564057a0/call-fetch_bs/404878_R1.fastq.gz,NV-MN01149-211021,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000387,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00404880,21-00404880,SAMN30861737,NV_NSPHL_0000388,"fosA,qnrB1,kdeA,emrD,sul2,sul1,aadA11,dfrB1,blaKPC-3,blaCTX-M-15,aac(3)-IIe,blaSHV-12,aac(3)-Ia,aadA1,blaOXA-1,catB3,blaOXA,blaTEM,aac(6')-Ib",ST14,Klebsiella pneumoniae,not collected,2021-08-31,Sunrise,2021-08-24,CL2021-00404880-NV-MN01149-211021,49.8,5661593,OXA-1;TEM-128.v1*?;CTX-M-15;KPC-3,qnrB1.v2^;OXA-1;TEM-128.v1*?;CTX-M-15;SHV-12^;KPC-3,ST14,35.92,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/315f21ca-7b75-462d-843e-e9c8d6129410/call-fetch_bs/404880_R1.fastq.gz,NV-MN01149-211021,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000388,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00404881,21-00404881,SAMN30861736,NV_NSPHL_0000389,"oqxA,oqxB,fosA,blaOKP-A,kdeA,emrD,blaKPC-3,blaTEM-1,blaOXA-9,aadA1,aac(6')-Ib'",ST196,Klebsiella pneumoniae,not collected,2021-08-31,Sunrise,2021-08-20,CL2021-00404881-NV-MN01149-211021,42.69,5543393,OXA-9.v1;TEM-1D.v1^;KPC-3,OXA-9.v1;TEM-1D.v1^;KPC-3,ST196,35.88,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/33a95d11-5a82-4d78-9372-4df0536d3e2a/call-fetch_bs/404881_R1.fastq.gz,NV-MN01149-211021,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000389,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00404882,21-00404882,SAMN30861735,NV_NSPHL_0000390,"blaSHV-28,fosA,qnrB1,kdeA,blaCTX-M-15,emrD,blaKPC,blaOXA,aac(6')-Ib,blaTEM",ST14,Klebsiella pneumoniae,not collected,2021-08-31,UMC,2021-08-27,CL2021-00404882-NV-MN01149-211021,32.88,5391917,TEM-122*?;CTX-M-15,qnrB1.v2^;TEM-122*?;CTX-M-15;KPC-2*,ST14,35.84,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/08260d53-af64-4571-a20c-16192e62190e/call-fetch_bs/404882_R1.fastq.gz,NV-MN01149-211021,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000390,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00420739,21-00420739,SAMN30861734,NV_NSPHL_0000391,"blaCMY,aph(3')-Ia,dfrA1,sat2,aadA1,blaKPC-2,blaTEM",ST22,Citrobacter freundii,not collected,2021-09-13,Sunrise,2021-08-28,CL2021-00420739-NV-MN01149-211021,50.53,5293432,CMY-48*;KPC-2,,,35.94,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/145f3eec-21b4-48d6-bb0b-04bcf698cb64/call-fetch_bs/420739_R1.fastq.gz,NV-MN01149-211021,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000391,paired,RANDOM,GENOMIC,WGS,Citrobacter freundii,ILLUMINA,WGS of HAIs,
21-00427528,21-00427528,SAMN30861733,NV_NSPHL_0000392,"fosA7,mdsB,mdsA",ST2269,Salmonella enterica,not collected,2021-09-17,Fallon Community Health Nurse,2021-09-16,427528-NV-MN01149-211202,52.75,4540747,,,,35.91,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b204056c-d7d2-4ad8-832f-18b5096aa9db/basespace_fetch/dc1cbe9e-9db4-48b0-b1f2-8102c91c2565/call-fetch_bs/cacheCopy/427528_R1.fastq.gz,NV-MN01149-211224,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000392,paired,RANDOM,GENOMIC,WGS,Salmonella enterica,ILLUMINA,WGS of HAIs,
21-00429505,21-00429505,SAMN30861732,NV_NSPHL_0000393,"blaSHV-205,oqxB19,oqxA,emrD,fosA,kdeA,blaTEM-1,blaOXA,blaKPC-2,aac(6')-Ib",ST307,Klebsiella pneumoniae,not collected,2021-09-20,NDHHS,2021-09-05,CL2021-00429505-NV-MN01149-211021,64.8,5544978,TEM-1D.v1^;KPC-2,TEM-1D.v1^;KPC-2,ST307,35.97,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/4bd025e5-4dee-41dc-a408-e8ec28a7bedc/call-fetch_bs/429505_R1.fastq.gz,NV-MN01149-211021,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000393,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00432145,21-00432145,SAMN30861731,NV_NSPHL_0000394,No AMR genes detected by NCBI-AMRFinderPlus,ST81,Mycobacterium avium,not collected,2021-09-22,Quest Diagnostics,2021-09-15,CL2021-00432145-NV-MN01149-211021,36.9,6048644,,,,34.9,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/4341b7e6-b5e2-4b4d-a7e4-c4e4636279a9/basespace_fetch/31616af9-5605-4dd2-af8b-e305556d5a66/call-fetch_bs/432145_R1.fastq.gz,NV-MN01149-211028,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000394,paired,RANDOM,GENOMIC,WGS,Mycobacterium avium,ILLUMINA,WGS of HAIs,
21-00436338,21-00436338,SAMN30861730,NV_NSPHL_0000395,"fosA,emrD,kdeA,oqxA,oqxB,blaKPC-3,blaTEM-1,blaOXA-9,aadA1,dfrA14,aph(6)-Id,aph(3'')-Ib,sul2,catA1,aac(6')-Ib",ST258,Klebsiella pneumoniae,not collected,2021-09-27,Sunrise,2021-09-15,CL2021-00436338-NV-MN01149-211021,56.48,5660497,OXA-9.v1;TEM-1D.v1^;KPC-3,OXA-9.v1;TEM-1D.v1^;KPC-3,ST258,35.96,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/9efb4567-c27f-4213-8f51-9bf68cad901e/call-fetch_bs/436338_R1.fastq.gz,NV-MN01149-211028,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000395,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00436339,21-00436339,SAMN30861729,NV_NSPHL_0000396,"kdeA,blaSHV-28,qnrB1,emrD,fosA,blaKPC-2,blaCTX-M-15,aac(3)-IIe,catB3,blaOXA-1,blaOXA,aac(6')-Ib",ST14,Klebsiella pneumoniae,not collected,2021-09-27,Sunrise,2021-09-13,CL2021-00436339-NV-MN01149-211021,67.73,5528002,CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;CTX-M-15;KPC-2,ST14,35.44,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/4341b7e6-b5e2-4b4d-a7e4-c4e4636279a9/basespace_fetch/34f37c10-7f72-4986-80db-6b9ff329c9a6/call-fetch_bs/436339_R1.fastq.gz,NV-MN01149-211028,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000396,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00436340,21-00436340,SAMN30861728,NV_NSPHL_0000397,"blaOXY-2-4,emrD,oqxA,oqxB,blaKPC-3,blaTEM-1",ST199,Klebsiella oxytoca,not collected,2021-09-27,Sunrise,2021-09-14,CL2021-00436340-NV-MN01149-211021,54.68,6119142,TEM-1D.v1^;OXY-2-5.v1;KPC-3,TEM-1D.v1^;OXY-2-5.v1;KPC-3,,35.94,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/2382a9ed-3f75-4e59-9b50-273e3cf60baa/basespace_fetch/2e6b3031-f789-439c-a716-f6423d8ec902/call-fetch_bs/436340_R1.fastq.gz,NV-MN01149-211028,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000397,paired,RANDOM,GENOMIC,WGS,Klebsiella oxytoca,ILLUMINA,WGS of HAIs,
21-00441996,21-00441996,SAMN30861727,NV_NSPHL_0000398,No AMR genes detected by NCBI-AMRFinderPlus,No ST predicted,Lactobacillus rhamnosus,not collected,2021-10-04,Northeastern NV,2021-09-28,CL2021-00441996-NV-MN01149-211007,202.59,2970662,,,,35.26,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/90403d4f-f29c-4081-83c7-6318f335f882/basespace_fetch/28738442-9434-4cec-abd6-21b30308f13d/call-fetch_bs/441996_R1.fastq.gz,NV-MN01149-211007,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000398,paired,RANDOM,GENOMIC,WGS,Lactobacillus rhamnosus,ILLUMINA,WGS of HAIs,
21-00441997,21-00441997,SAMN30861726,NV_NSPHL_0000399,No AMR genes detected by NCBI-AMRFinderPlus,No ST predicted,Lactobacillus rhamnosus,not collected,2021-10-04,Northeastern NV,2021-09-28,CL2021-00441997-NV-MN01149-211007,115.18,2970594,,,,35.09,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/90403d4f-f29c-4081-83c7-6318f335f882/basespace_fetch/637bed33-c10a-48f9-b897-8005b8ee2890/call-fetch_bs/441997_R1.fastq.gz,NV-MN01149-211007,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000399,paired,RANDOM,GENOMIC,WGS,Lactobacillus rhamnosus,ILLUMINA,WGS of HAIs,
21-00447058,21-00447058,SAMN30861725,NV_NSPHL_0000400,"blaSHV-28,fosA,kdeA,emrD,blaKPC-2,qnrB1,catB3,blaOXA-1,aac(6')-Ib,blaCTX-M-15,aac(3)-IIe,blaOXA,blaTEM",ST14,Klebsiella pneumoniae,not collected,2021-10-07,Nevada Dept of Health and Human Svcs,2021-09-20,447058-NV-MN01149-220125,26.84,5456305,CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-122*?;CTX-M-15;KPC-2,ST14,35.71,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5cb2e56b-0e47-4d7e-bd17-865c0b3a2474/basespace_fetch/0add5335-5410-47b6-bb5f-12da7bbe9481/call-fetch_bs/447058_R1.fastq.gz,NV-MN01149-220125,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000400,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00447060,21-00447060,SAMN30861724,NV_NSPHL_0000401,"oqxA,oqxB,fosA,blaACT-16,blaTEM-1,blaKPC-3,mcr-9.1,ble,blaNDM-7,sul1,qnrB2,blaSHV-12,tet(D),aph(6)-Id,aph(3'')-Ib,aac(6')-Ib,aadA1,blaOXA-9,dfrA19,aadA2",No ST predicted,Enterobacter hormaechei,not collected,2021-10-07,Nevada Dept of Health and Human Svcs,2021-09-21,447060-NV-MN01149-220125,81.43,5007406,ACT-16^;OXA-9.v1;TEM-1D.v1^;SHV-12;KPC-3;NDM-7,,,35.75,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5cb2e56b-0e47-4d7e-bd17-865c0b3a2474/basespace_fetch/e01d9a9b-93ab-44d8-8721-eec6a7fa1aa3/call-fetch_bs/447060_R1.fastq.gz,NV-MN01149-220125,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000401,paired,RANDOM,GENOMIC,WGS,Enterobacter hormaechei,ILLUMINA,WGS of HAIs,
21-00447061,21-00447061,SAMN30861723,NV_NSPHL_0000402,"emrD,blaSHV-1,oqxB5,oqxA10,fosA,kdeA,blaCTX-M-15,blaTEM,blaKPC-2,sul2,aph(3'')-Ib,aph(6)-Id,qnrS1,mph(A),dfrA12,aadA2,sul1,dfrA1",ST219,Klebsiella pneumoniae,not collected,2021-10-07,Nevada Dept of Health and Human Svcs,2021-09-23,447061-NV-MN01149-220125,71.67,5637555,CTX-M-15;KPC-2,qnrS1;CTX-M-15;KPC-2,ST219,35.8,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5cb2e56b-0e47-4d7e-bd17-865c0b3a2474/basespace_fetch/1dfef0b9-0b16-4e10-bffb-7a62c84ee88a/call-fetch_bs/447061_R1.fastq.gz,NV-MN01149-220125,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000402,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00448434,21-00448434,SAMN30861722,NV_NSPHL_0000403,"oqxA,oqxB,blaACT-16,fosA,blaTEM,blaKPC-2,dfrA1,qnrA1,blaSHV-12,sul1",ST114,Enterobacter hormaechei,not collected,2021-10-11,Nevada Dept of Health and Human Svcs,2021-09-19,448434-NV-MN01149-220125,31.49,5037745,ACT-16^;SHV-12;KPC-2,,,35.69,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5cb2e56b-0e47-4d7e-bd17-865c0b3a2474/basespace_fetch/075aed7f-7155-4bc3-9525-a10e1e443bff/call-fetch_bs/448434_R1.fastq.gz,NV-MN01149-220125,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000403,paired,RANDOM,GENOMIC,WGS,Enterobacter hormaechei,ILLUMINA,WGS of HAIs,
21-00448435,21-00448435,SAMN30861721,NV_NSPHL_0000404,"oqxA,oqxB,fosA,blaACT-16,blaTEM-1,blaKPC-3,blaNDM-7,ble,blaSHV-12,dfrA19,sul1,aac(6')-Ib3,tet(D),aph(3'')-Ib,aph(6)-Id,qnrB2,mcr-9.1,aadA1,blaOXA-9,aadA2",No ST predicted,Enterobacter hormaechei,not collected,2021-10-11,Nevada Dept of Health and Human Svcs,2021-09-20,448435-NV-MN01149-220125,63.65,5006418,ACT-16^;OXA-9.v1;TEM-1D.v1^;SHV-12;KPC-3;NDM-7,,,35.64,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/5cb2e56b-0e47-4d7e-bd17-865c0b3a2474/basespace_fetch/668120ad-bebb-4806-a15b-e302813d529b/call-fetch_bs/448435_R1.fastq.gz,NV-MN01149-220125,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000404,paired,RANDOM,GENOMIC,WGS,Enterobacter hormaechei,ILLUMINA,WGS of HAIs,
21-00449391,21-00449391,SAMN30861720,NV_NSPHL_0000405,"aac(2')-Ic,erm(37),blaA",ST215,Mycobacterium tuberculosis,not collected,2021-10-12,Washoe County Health District,2021-10-11,449391-NV-MN01149-211124,24.21,4363642,,,,35.02,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/6e9528ae-5290-4ea4-8281-ff5b4a75b0fe/basespace_fetch/5b01cb8d-01a0-4f4a-baf5-737f33ca1a76/call-fetch_bs/449391_R1.fastq.gz,NV-MN01149-211124,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000405,paired,RANDOM,GENOMIC,WGS,Mycobacterium tuberculosis,ILLUMINA,WGS of HAIs,
21-00450317,21-00450317,SAMN30861719,NV_NSPHL_0000406,No AMR genes detected by NCBI-AMRFinderPlus,No ST predicted,Corynebacterium spp,not collected,2021-10-13,VA Medical Center,2021-10-10,CL2021-00450317-NV-MN01149-211116,49.43,2498547,,,,35.66,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/99aaee3c-6905-4739-b4fa-cda209c167b3/basespace_fetch/b95ad303-5b6f-47a4-abf1-fac3f8f5e4d8/call-fetch_bs/450317_R1.fastq.gz,NV-MN01149-211117,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000406,paired,RANDOM,GENOMIC,WGS,Corynebacterium spp,ILLUMINA,WGS of HAIs,
21-00456377,21-00456377,SAMN30861718,NV_NSPHL_0000407,"blaA,aac(2')-Ic,erm(37),lnu(A)",ST215,Mycobacterium tuberculosis,not collected,2021-10-19,Sunrise Hospital-Microbiology,2021-10-15,CL2021-00456377-NV-MN01149-211116,20.07,4373066,,,,35.41,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/99aaee3c-6905-4739-b4fa-cda209c167b3/basespace_fetch/ed435108-1627-4048-92ea-253b0cbe57e2/call-fetch_bs/456377_R1.fastq.gz,NV-MN01149-211117,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000407,paired,RANDOM,GENOMIC,WGS,Mycobacterium tuberculosis,ILLUMINA,WGS of HAIs,
21-00456902,21-00456902,SAMN30861717,NV_NSPHL_0000408,"blaSHV-11,oqxA,oqxB25,kdeA,emrD,fosA,blaTEM-1,blaKPC-3,aac(6')-Ib,sul1,aadA2,cmlA4,dfrA15,sul2,tet(D),blaOXA",ST896,Klebsiella pneumoniae,not collected,2021-10-19,Nevada Dept of Health and Human Svcs,2021-09-18,CL2021-00456902-NV-MN01149-211102,113.56,5546376,TEM-122*?;KPC-3,TEM-1D.v1^;KPC-3,ST896,35.53,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/df3cf7fd-cefc-4fbd-b627-527011e3bab8/basespace_fetch/887d927a-40c7-4fce-bf40-bcec724ab904/call-fetch_bs/CL2021-00456902_R1.fastq.gz,NV-MN01149-211102,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000408,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00456903,21-00456903,SAMN30861716,NV_NSPHL_0000409,"blaSHV-11,oqxB,oqxA,fosA7,emrD,fosA,kdeA,tet(A),qnrB1,blaKPC-2,blaTEM,blaCTX-M-15,blaTEM,aph(6)-Id,aph(3'')-Ib,sul2,blaOXA-2,sul1,catB3,blaOXA-1,aac(6')-Ib-cr5,dfrA14",No ST predicted,Klebsiella pneumoniae,not collected,2021-10-19,Nevada Dept of Health and Human Svcs,2021-09-29,CL2021-00456903-NV-MN01149-211102,124.95,5583054,OXA-1;OXA-2;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;OXA-2;TEM-105*;CTX-M-15;KPC-2,ST1015-1LV,35.52,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/df3cf7fd-cefc-4fbd-b627-527011e3bab8/basespace_fetch/20904fd1-ba35-4fce-88ab-4ebfa90a323a/call-fetch_bs/CL2021-00456903_R1.fastq.gz,NV-MN01149-211102,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000409,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
