taxid,parent_taxid,name,rank,lineage_taxids,lineage,nchildren,ngenomes
1569211,2742,Marinobacter halotolerans,species,"2, 1224, 1236, 72274, 2887365, 2742, 1569211",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter halotolerans,0,1
1658765,2742,Marinobacter subterrani,species,"2, 1224, 1236, 72274, 2887365, 2742, 1658765",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter subterrani,0,1
1697557,2742,Marinobacter confluentis,species,"2, 1224, 1236, 72274, 2887365, 2742, 1697557",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter confluentis,0,1
1874317,2742,Marinobacter salinus,species,"2, 1224, 1236, 72274, 2887365, 2742, 1874317",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter salinus,0,1
1925763,2742,Marinobacter salexigens,species,"2, 1224, 1236, 72274, 2887365, 2742, 1925763",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter salexigens,0,1
1928331,2742,Marinobacter vulgaris,species,"2, 1224, 1236, 72274, 2887365, 2742, 1928331",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter vulgaris,0,1
1928859,2742,Marinobacter orientalis,species,"2, 1224, 1236, 72274, 2887365, 2742, 1928859",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter orientalis,0,1
2055143,2742,Marinobacter maroccanus,species,"2, 1224, 1236, 72274, 2887365, 2742, 2055143",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter maroccanus,0,1
2109942,2742,Marinobacter fuscus,species,"2, 1224, 1236, 72274, 2887365, 2742, 2109942",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter fuscus,0,1
2201898,2742,Marinobacter bohaiensis,species,"2, 1224, 1236, 72274, 2887365, 2742, 2201898",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter bohaiensis,0,1
2528979,2742,Marinobacter halodurans,species,"2, 1224, 1236, 72274, 2887365, 2742, 2528979",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter halodurans,0,1
2570351,2742,Marinobacter alexandrii,species,"2, 1224, 1236, 72274, 2887365, 2742, 2570351",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter alexandrii,0,1
2603215,2742,Marinobacter fonticola,species,"2, 1224, 1236, 72274, 2887365, 2742, 2603215",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter fonticola,0,1
2604091,2742,Marinobacter changyiensis,species,"2, 1224, 1236, 72274, 2887365, 2742, 2604091",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter changyiensis,0,1
2666256,2742,Marinobacter profundi,species,"2, 1224, 1236, 72274, 2887365, 2742, 2666256",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter profundi,0,1
2739064,2742,Marinobacter gelidimuriae,species,"2, 1224, 1236, 72274, 2887365, 2742, 2739064",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Marinobacter Marinobacter gelidimuriae,0,1
1857014,2887365,Tamilnaduibacter,genus,"2, 1224, 1236, 72274, 2887365, 1857014",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Tamilnaduibacter,1,1
1484056,1857014,Tamilnaduibacter salinus,species,"2, 1224, 1236, 72274, 2887365, 1857014, 1484056",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Tamilnaduibacter Tamilnaduibacter salinus,0,1
2047735,2887365,Mangrovitalea,genus,"2, 1224, 1236, 72274, 2887365, 2047735",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Mangrovitalea,1,1
1982043,2047735,Mangrovitalea sediminis,species,"2, 1224, 1236, 72274, 2887365, 2047735, 1982043",Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Marinobacteraceae Mangrovitalea Mangrovitalea sediminis,0,1
91347,1236,Enterobacterales,order,"2, 1224, 1236, 91347",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales,8,314
543,91347,Enterobacteriaceae,family,"2, 1224, 1236, 91347, 543",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae,25,108
544,543,Citrobacter,genus,"2, 1224, 1236, 91347, 543, 544",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter,14,14
545,544,Citrobacter koseri,species,"2, 1224, 1236, 91347, 543, 544, 545",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter koseri,0,1
546,544,Citrobacter freundii,species,"2, 1224, 1236, 91347, 543, 544, 546",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter freundii,0,1
35703,544,Citrobacter amalonaticus,species,"2, 1224, 1236, 91347, 543, 544, 35703",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter amalonaticus,0,1
57706,544,Citrobacter braakii,species,"2, 1224, 1236, 91347, 543, 544, 57706",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter braakii,0,1
67824,544,Citrobacter farmeri,species,"2, 1224, 1236, 91347, 543, 544, 67824",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter farmeri,0,1
67825,544,Citrobacter rodentium,species,"2, 1224, 1236, 91347, 543, 544, 67825",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter rodentium,0,1
67827,544,Citrobacter werkmanii,species,"2, 1224, 1236, 91347, 543, 544, 67827",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter werkmanii,0,1
133448,544,Citrobacter youngae,species,"2, 1224, 1236, 91347, 543, 544, 133448",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter youngae,0,1
1563222,544,Citrobacter pasteurii,species,"2, 1224, 1236, 91347, 543, 544, 1563222",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter pasteurii,0,1
1639133,544,Citrobacter portucalensis,species,"2, 1224, 1236, 91347, 543, 544, 1639133",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter portucalensis,0,1
1748967,544,Citrobacter cronae,species,"2, 1224, 1236, 91347, 543, 544, 1748967",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter cronae,0,1
1914243,544,Citrobacter europaeus,species,"2, 1224, 1236, 91347, 543, 544, 1914243",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter europaeus,0,1
2546350,544,Citrobacter arsenatis,species,"2, 1224, 1236, 91347, 543, 544, 2546350",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter arsenatis,0,1
2653932,544,Citrobacter telavivensis,species,"2, 1224, 1236, 91347, 543, 544, 2653932",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter telavivensis,0,1
547,543,Enterobacter,genus,"2, 1224, 1236, 91347, 543, 547",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter,17,17
550,547,Enterobacter cloacae,species,"2, 1224, 1236, 91347, 543, 547, 550",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter cloacae,0,1
61645,547,Enterobacter asburiae,species,"2, 1224, 1236, 91347, 543, 547, 61645",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter asburiae,0,1
69218,547,Enterobacter cancerogenus,species,"2, 1224, 1236, 91347, 543, 547, 69218",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter cancerogenus,0,1
158836,547,Enterobacter hormaechei,species,"2, 1224, 1236, 91347, 543, 547, 158836",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter hormaechei,0,1
299767,547,Enterobacter ludwigii,species,"2, 1224, 1236, 91347, 543, 547, 299767",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter ludwigii,0,1
539813,547,Enterobacter mori,species,"2, 1224, 1236, 91347, 543, 547, 539813",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter mori,0,1
881260,547,Enterobacter bugandensis,species,"2, 1224, 1236, 91347, 543, 547, 881260",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter bugandensis,0,1
885040,547,Enterobacter soli,species,"2, 1224, 1236, 91347, 543, 547, 885040",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter soli,0,1
1812935,547,Enterobacter roggenkampii,species,"2, 1224, 1236, 91347, 543, 547, 1812935",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter roggenkampii,0,1
2071710,547,Enterobacter sichuanensis,species,"2, 1224, 1236, 91347, 543, 547, 2071710",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter sichuanensis,0,1
2478464,547,Enterobacter oligotrophicus,species,"2, 1224, 1236, 91347, 543, 547, 2478464",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter oligotrophicus,0,1
2494701,547,Enterobacter chengduensis,species,"2, 1224, 1236, 91347, 543, 547, 2494701",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter chengduensis,0,1
2494702,547,Enterobacter huaxiensis,species,"2, 1224, 1236, 91347, 543, 547, 2494702",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter huaxiensis,0,1
2497436,547,Enterobacter quasiroggenkampii,species,"2, 1224, 1236, 91347, 543, 547, 2497436",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter quasiroggenkampii,0,1
2797505,547,Enterobacter vonholyi,species,"2, 1224, 1236, 91347, 543, 547, 2797505",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter vonholyi,0,1
2797506,547,Enterobacter dykesii,species,"2, 1224, 1236, 91347, 543, 547, 2797506",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter dykesii,0,1
2838947,547,Enterobacter quasimori,species,"2, 1224, 1236, 91347, 543, 547, 2838947",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter quasimori,0,1
561,543,Escherichia,genus,"2, 1224, 1236, 91347, 543, 561",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia,4,5
562,561,Escherichia coli,species,"2, 1224, 1236, 91347, 543, 561, 562",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia Escherichia coli,0,2
564,561,Escherichia fergusonii,species,"2, 1224, 1236, 91347, 543, 561, 564",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia Escherichia fergusonii,0,1
208962,561,Escherichia albertii,species,"2, 1224, 1236, 91347, 543, 561, 208962",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia Escherichia albertii,0,1
1499973,561,Escherichia marmotae,species,"2, 1224, 1236, 91347, 543, 561, 1499973",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia Escherichia marmotae,0,1
570,543,Klebsiella,genus,"2, 1224, 1236, 91347, 543, 570",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella,13,13
548,570,Klebsiella aerogenes,species,"2, 1224, 1236, 91347, 543, 570, 548",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella aerogenes,0,1
571,570,Klebsiella oxytoca,species,"2, 1224, 1236, 91347, 543, 570, 571",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella oxytoca,0,1
573,570,Klebsiella pneumoniae,species,"2, 1224, 1236, 91347, 543, 570, 573",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella pneumoniae,0,1
244366,570,Klebsiella variicola,species,"2, 1224, 1236, 91347, 543, 570, 244366",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella variicola,0,1
1134687,570,Klebsiella michiganensis,species,"2, 1224, 1236, 91347, 543, 570, 1134687",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella michiganensis,0,1
1463165,570,Klebsiella quasipneumoniae,species,"2, 1224, 1236, 91347, 543, 570, 1463165",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella quasipneumoniae,0,1
2026240,570,Klebsiella quasivariicola,species,"2, 1224, 1236, 91347, 543, 570, 2026240",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella quasivariicola,0,1
2058152,570,Klebsiella grimontii,species,"2, 1224, 1236, 91347, 543, 570, 2058152",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella grimontii,0,1
2153354,570,Klebsiella huaxiensis,species,"2, 1224, 1236, 91347, 543, 570, 2153354",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella huaxiensis,0,1
2489010,570,Klebsiella africana,species,"2, 1224, 1236, 91347, 543, 570, 2489010",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella africana,0,1
2582917,570,Klebsiella indica,species,"2, 1224, 1236, 91347, 543, 570, 2582917",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella indica,0,1
2587528,570,Klebsiella spallanzanii,species,"2, 1224, 1236, 91347, 543, 570, 2587528",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella spallanzanii,0,1
2587529,570,Klebsiella pasteurii,species,"2, 1224, 1236, 91347, 543, 570, 2587529",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella pasteurii,0,1
579,543,Kluyvera,genus,"2, 1224, 1236, 91347, 543, 579",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kluyvera,4,4
580,579,Kluyvera cryocrescens,species,"2, 1224, 1236, 91347, 543, 579, 580",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kluyvera Kluyvera cryocrescens,0,1
51288,579,Kluyvera ascorbata,species,"2, 1224, 1236, 91347, 543, 579, 51288",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kluyvera Kluyvera ascorbata,0,1
73098,579,Kluyvera georgiana,species,"2, 1224, 1236, 91347, 543, 579, 73098",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kluyvera Kluyvera georgiana,0,1
2725494,579,Kluyvera sichuanensis,species,"2, 1224, 1236, 91347, 543, 579, 2725494",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kluyvera Kluyvera sichuanensis,0,1
590,543,Salmonella,genus,"2, 1224, 1236, 91347, 543, 590",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Salmonella,2,2
28901,590,Salmonella enterica,species,"2, 1224, 1236, 91347, 543, 590, 28901",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Salmonella Salmonella enterica,0,1
54736,590,Salmonella bongori,species,"2, 1224, 1236, 91347, 543, 590, 54736",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Salmonella Salmonella bongori,0,1
620,543,Shigella,genus,"2, 1224, 1236, 91347, 543, 620",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Shigella,4,4
621,620,Shigella boydii,species,"2, 1224, 1236, 91347, 543, 620, 621",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Shigella Shigella boydii,0,1
622,620,Shigella dysenteriae,species,"2, 1224, 1236, 91347, 543, 620, 622",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Shigella Shigella dysenteriae,0,1
623,620,Shigella flexneri,species,"2, 1224, 1236, 91347, 543, 620, 623",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Shigella Shigella flexneri,0,1
624,620,Shigella sonnei,species,"2, 1224, 1236, 91347, 543, 620, 624",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Shigella Shigella sonnei,0,1
702,543,Plesiomonas,genus,"2, 1224, 1236, 91347, 543, 702",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Plesiomonas,1,1
703,702,Plesiomonas shigelloides,species,"2, 1224, 1236, 91347, 543, 702, 703",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Plesiomonas Plesiomonas shigelloides,0,1
82976,543,Buttiauxella,genus,"2, 1224, 1236, 91347, 543, 82976",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella,7,7
82977,82976,Buttiauxella agrestis,species,"2, 1224, 1236, 91347, 543, 82976, 82977",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella agrestis,0,1
82988,82976,Buttiauxella brennerae,species,"2, 1224, 1236, 91347, 543, 82976, 82988",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella brennerae,0,1
82989,82976,Buttiauxella ferragutiae,species,"2, 1224, 1236, 91347, 543, 82976, 82989",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella ferragutiae,0,1
82990,82976,Buttiauxella gaviniae,species,"2, 1224, 1236, 91347, 543, 82976, 82990",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella gaviniae,0,1
82991,82976,Buttiauxella izardii,species,"2, 1224, 1236, 91347, 543, 82976, 82991",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella izardii,0,1
82992,82976,Buttiauxella noackiae,species,"2, 1224, 1236, 91347, 543, 82976, 82992",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella noackiae,0,1
82993,82976,Buttiauxella warmboldiae,species,"2, 1224, 1236, 91347, 543, 82976, 82993",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Buttiauxella Buttiauxella warmboldiae,0,1
83654,543,Leclercia,genus,"2, 1224, 1236, 91347, 543, 83654",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Leclercia,1,1
83655,83654,Leclercia adecarboxylata,species,"2, 1224, 1236, 91347, 543, 83654, 83655",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Leclercia Leclercia adecarboxylata,0,1
158483,543,Cedecea,genus,"2, 1224, 1236, 91347, 543, 158483",Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Cedecea,3,3
